pathway	abundance	LIBID
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	47.9515695213	MBM169
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	42.0652650197	MBM169
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	32.4953711172	MBM169
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	13.6068271863	MBM169
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	11.1668563514	MBM169
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|g__Micrococcus.s__Micrococcus_luteus	2.3049514991	MBM169
GLUCONEO-PWY: gluconeogenesis I	4998.6570613221	MBM169
GLUCONEO-PWY: gluconeogenesis I|g__Staphylococcus.s__Staphylococcus_capitis	848.3918165679	MBM169
GLUCONEO-PWY: gluconeogenesis I|g__Staphylococcus.s__Staphylococcus_aureus	651.7627384404	MBM169
GLUCONEO-PWY: gluconeogenesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	183.0648109941	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	4967.8505354756	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	2461.8333028581	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	314.9754578212	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	305.630930102	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	235.1863486856	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	170.3867824148	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Staphylococcus.s__Staphylococcus_aureus	100.3700517632	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	90.5045949118	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	68.1326849761	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	44.1539386471	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Micrococcus.s__Micrococcus_aloeverae	41.8203985828	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	14.4516298918	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	5.1213204473	MBM169
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	1.6651865009	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	4967.8505354756	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	2461.8333028581	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	314.9754578212	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	305.630930102	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Staphylococcus.s__Staphylococcus_lugdunensis	235.1863486856	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Cutibacterium.s__Cutibacterium_acnes	170.3867824148	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	100.3700517632	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	90.5045949118	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	68.1326849761	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Micrococcus.s__Micrococcus_luteus	44.1539386471	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Micrococcus.s__Micrococcus_aloeverae	41.8203985828	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	14.4516298918	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_pseudopneumoniae	5.1213204473	MBM169
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Streptococcus.s__Streptococcus_mitis	1.6651865009	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	4615.3938429149	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	479.9818576835	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	455.4573662142	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	145.4730079168	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	114.0922828536	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	83.0411049846	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	54.8963407261	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_aloeverae	49.1237830671	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	31.6548002551	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	24.5879356635	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_aureus	11.6940717517	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.9156446144	MBM169
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	2.6599733601	MBM169
ANAEROFRUCAT-PWY: homolactic fermentation	4417.3676831834	MBM169
ANAEROFRUCAT-PWY: homolactic fermentation|g__Streptococcus.s__Streptococcus_pneumoniae	243.504303277	MBM169
ANAEROFRUCAT-PWY: homolactic fermentation|g__Staphylococcus.s__Staphylococcus_epidermidis	232.1399345942	MBM169
ANAEROFRUCAT-PWY: homolactic fermentation|g__Staphylococcus.s__Staphylococcus_capitis	228.246172252	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis	4126.0565660946	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	612.3542745212	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	599.5214318974	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	258.735804457	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Cutibacterium.s__Cutibacterium_acnes	249.1248912619	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	140.2917097045	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	101.044367532	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Micrococcus.s__Micrococcus_aloeverae	96.0619671315	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_lugdunensis	87.4819456134	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	79.1176784824	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_pseudopneumoniae	38.6983767783	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Micrococcus.s__Micrococcus_luteus	28.0747721785	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	24.7016266977	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_mitis	18.8566611444	MBM169
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Streptococcus.s__Streptococcus_milleri	5.3351371633	MBM169
PWY66-399: gluconeogenesis III	4102.8782301555	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	4064.9309790033	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Streptococcus.s__Streptococcus_pneumoniae	624.021767866	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Cutibacterium.s__Cutibacterium_acnes	353.8856302425	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Staphylococcus.s__Staphylococcus_capitis	323.0686285077	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Staphylococcus.s__Staphylococcus_epidermidis	138.7628549125	MBM169
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)|g__Staphylococcus.s__Staphylococcus_aureus	87.5930305049	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	4034.381495535	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	756.3768851135	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	541.1180985863	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	286.3922222084	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	158.1133804997	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	120.4867344978	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	113.2200668192	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	87.7262291479	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	41.2452937455	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Micrococcus.s__Micrococcus_luteus	34.1201360771	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	23.7282492632	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	23.6511974406	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	18.6116140683	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	9.5810374115	MBM169
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_milleri	6.6553941064	MBM169
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	4032.3721451495	MBM169
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Streptococcus.s__Streptococcus_pneumoniae	1939.9797269635	MBM169
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	13.253843816	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)	4011.8298239852	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_capitis	956.9858954621	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_lugdunensis	260.4479691005	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_epidermidis	204.2293023782	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Streptococcus.s__Streptococcus_pneumoniae	188.703156534	MBM169
PWY-5484: glycolysis II (from fructose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_aureus	126.736434421	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	3988.6535430132	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_capitis	880.9369262723	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_lugdunensis	260.9078645085	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_epidermidis	221.1584691088	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Staphylococcus.s__Staphylococcus_aureus	201.567009022	MBM169
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)|g__Streptococcus.s__Streptococcus_pneumoniae	195.964302678	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	3959.1350368782	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	706.3919661277	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	577.3433634299	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	573.0408710088	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	554.9821776024	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	320.7194863843	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	183.1566121008	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	136.9105125153	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	127.9403498563	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	50.8538141665	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Micrococcus.s__Micrococcus_luteus	25.5202689954	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|unclassified	14.1631500487	MBM169
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	1.9682366368	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	3878.3624140998	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	514.1576621029	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	448.1031655171	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	149.6063041221	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	144.5152405946	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	98.4864598084	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	89.5852129059	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_aureus	33.8555577024	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	25.0734303945	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_aloeverae	17.6706413635	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	14.1405621975	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	10.0913716176	MBM169
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	7.8542521269	MBM169
PWY-5941: glycogen degradation II	3810.4526079919	MBM169
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_pneumoniae	1838.0662181512	MBM169
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_salivarius	646.4119758877	MBM169
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	33.2821791149	MBM169
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_mitis	18.4706867571	MBM169
PWY-3841: folate transformations II (plants)	3751.0698611096	MBM169
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_capitis	589.6705306038	MBM169
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_pneumoniae	481.3374186305	MBM169
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_lugdunensis	426.9653945756	MBM169
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_aureus	330.0658775113	MBM169
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_epidermidis	164.4018672567	MBM169
PWY-3841: folate transformations II (plants)|g__Corynebacterium.s__Corynebacterium_resistens	138.421331194	MBM169
PWY-3841: folate transformations II (plants)|g__Cutibacterium.s__Cutibacterium_acnes	89.2090780979	MBM169
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_mitis	5.1578715451	MBM169
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	3.5416512949	MBM169
VALSYN-PWY: L-valine biosynthesis	3656.7669142128	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	605.681757113	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	268.0588591084	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	100.3043741331	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Micrococcus.s__Micrococcus_aloeverae	77.2109271966	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_lugdunensis	39.6085901983	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Micrococcus.s__Micrococcus_luteus	36.0453511424	MBM169
VALSYN-PWY: L-valine biosynthesis|unclassified	24.002056463	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	23.4115181734	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	16.797669893	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_pseudopneumoniae	7.9866479337	MBM169
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_mitis	7.6343151496	MBM169
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	3631.2386390441	MBM169
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	1523.9990886293	MBM169
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	437.7099848754	MBM169
