species	MHS340	MHS348	MHS420	MHS431	MHS602
Sporisorium graminicola	     1	    2	0	     5	    11
Marasmius oreades	     4	0	0	     2	    19
Cryptococcus neoformans	     2	    7	0	     8	     9
Cryptococcus gattii VGI	     1	0	0	0	     8
Fusarium pseudograminearum	   100	0	0	    10	    29
Fusarium venenatum	     7	0	0	     4	    27
Fusarium graminearum	     5	0	0	     2	    21
Fusarium oxysporum	    61	    3	0	     5	     4
Fusarium verticillioides	    38	   17	0	0	    24
Fusarium fujikuroi	     2	    6	0	     1	0
Drechmeria coniospora	   119	    2	0	     2	    21
Ustilaginoidea virens	    30	    9	0	     2	    91
Pochonia chlamydosporia	    14	   15	0	0	     9
Colletotrichum higginsianum	    12	    4	0	     7	    26
Neurospora crassa	    91	    6	0	0	    29
Thermothielavioides terrestris	    14	    3	0	     4	    32
Thermothelomyces thermophilus	     9	    2	0	     3	    21
Pyricularia grisea	     2	0	0	     3	    14
Pyricularia pennisetigena	     2	    1	0	     1	     8
Botrytis cinerea	    10	    4	0	    44	    15
Aspergillus luchuensis	   105	    4	0	     7	    46
Aspergillus oryzae	    32	   10	0	   228	   109
Aspergillus flavus	    13	0	0	0	0
Aspergillus chevalieri	    47	   43	0	    10	   158
Aspergillus puulaauensis	     1	    3	0	0	    25
Talaromyces rugulosus	    24	0	0	     6	     5
Cercospora beticola	     8	    3	0	     1	    58
Saccharomyces cerevisiae	   278	   22	0	    30	   128
Saccharomyces paradoxus	     2	0	0	0	     3
Naumovozyma dairenensis	     5	    6	0	     2	     1
Kazachstania naganishii	     1	0	0	0	     3
Lachancea thermotolerans	     1	0	0	0	    11
Candida albicans	    76	    4	0	     1	     8
Candida orthopsilosis	     7	    2	0	     6	     7
Candida dubliniensis	     4	0	0	     1	    43
Debaryomyces hansenii	    32	0	0	     1	     1
Yarrowia lipolytica	    94	0	0	     1	     9
Komagataella phaffii	    25	0	0	0	     5
Pichia kudriavzevii	     3	0	0	0	     9
Brettanomyces nanus	     1	0	0	0	0
[Candida] auris	     1	    2	0	    15	    46
Halosiccatus urmianus	    46	0	0	0	     2
Natronomonas moolapensis	    19	    1	0	0	     5
Natronomonas salina	     8	0	0	     2	     2
Natronomonas pharaonis	     2	    1	0	0	0
Natronomonas halophila	     2	0	0	0	0
Haloarcula sp. JP-L23	    16	0	0	0	0
Halorhabdus utahensis	     1	0	0	0	0
Halorhabdus tiamatea	     1	0	0	0	0
Halorientalis sp. IM1011	     1	0	0	0	     6
Halorussus sp. RC-68	    16	0	0	0	0
Halobacterium sp. GSL-19	     5	0	0	0	     1
Halobacterium sp. DL1	     1	    7	0	0	0
Halalkalicoccus jeotgali	     6	0	0	     2	     7
Halarchaeum sp. CBA1220	     1	0	0	0	    12
Halopenitus persicus	    49	0	0	     1	0
Halobaculum sp. C46	     6	0	0	0	0
Halobaculum roseum	     4	0	0	     1	0
Halobaculum halophilum	     2	0	0	0	0
Halobaculum salinum	     1	0	0	     1	     2
Halorubrum sp. BOL3-1	     1	0	0	0	0
Halorubrum sp. RHB-C	     1	0	0	0	0
Halorubrum sodomense	     1	    1	0	0	0
Haloprofundus sp. SQT7-1	     2	0	0	0	0
Haloplanus aerogenes	     1	0	0	0	0
Natronococcus occultus	    18	0	0	0	     2
Natrinema versiforme	    11	    1	0	0	0
Natrinema sp. SYSU A 869	     2	0	0	0	0
Natrialba magadii	     1	0	0	0	     2
Haloterrigena turkmenica	     1	0	0	0	     5
Natrarchaeobaculum aegyptiacum	     1	0	0	0	     2
Methanofollis liminatans	     2	0	0	     4	0
Methanofollis formosanus	     1	0	0	0	     3
Methanoculleus bourgensis	     2	0	0	0	     2
Methanoregula boonei	     5	0	0	0	0
Methanocella arvoryzae	     1	0	0	0	0
Pyrococcus horikoshii	     1	0	0	0	0
Thermococcus paralvinellae	     1	0	0	0	0
Candidatus Nitrosocaldus islandicus	     6	0	0	0	0
Candidatus Nitrosocosmicus hydrocola	     3	0	0	0	0
Candidatus Nitrosocosmicus oleophilus	     2	0	0	0	     2
Candidatus Nitrosotalea okcheonensis	    10	0	0	0	     7
Nitrosopumilus maritimus	     1	0	0	0	0
Nitrosopumilus cobalaminigenes	     1	0	0	0	     1
Saccharolobus shibatae	     3	0	0	0	0
Sulfolobus islandicus	     1	0	0	0	0
Pyrodictium delaneyi	     1	0	0	0	0
Escherichia virus T4	    33	0	0	0	0
Vibrio phage ValB1MD-2	    31	    1	0	    31	    79
Pseudomonas virus LKA1	    37	0	0	0	    19
Salmonella phage TS13	    16	0	0	    33	    82
Lactococcus virus Phi42	     2	0	0	0	0
Lactococcus virus 38507	     1	0	0	0	0
Lactococcus virus Sl4	     1	0	0	0	     1
Lactococcus virus 05601	     1	    1	0	0	0
Mycobacterium virus TChen	     5	0	0	0	0
Klebsiella phage YX3973	     1	0	0	0	0
Mycobacterium virus Phayonce	     1	0	0	0	0
Bacillus virus Andromeda	     1	0	0	0	0
Streptomyces virus Annadreamy	     1	0	0	0	0
Propionibacterium virus PHL171M01	     1	0	0	     1	     1
Staphylococcus virus Andhra	     4	    2	0	    23	    47
Human betaherpesvirus 6B	     1	0	0	0	0
Aquareovirus A	    70	0	0	     6	    26
Changjiang crawfish virus 1	     1	0	0	0	0
Pandoravirus salinus	    46	0	0	     1	0
Pandoravirus dulcis	     1	0	0	0	     1
Akhmeta virus	     5	0	0	0	0
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	0	    3	0	0	    11
Mesorhizobium sp. AA22	0	    1	0	0	     5
Mesorhizobium japonicum	0	    1	0	     1	     3
Rhizobium sp. WYJ-E13	0	    9	0	     1	     4
Rhizobium sp. NXC14	0	    1	0	0	0
Rhizobium hidalgonense	0	    4	0	0	     1
Rhizobium daejeonense	0	    1	0	     1	0
Devosia ginsengisoli	0	    2	0	0	    66
Labrenzia sp. THAF82	0	    1	0	0	     1
Labrenzia aggregata	0	    1	0	0	0
Nordella sp. HKS 07	0	    4	0	     1	     2
Bartonella australis	0	    2	0	0	0
Brucella inopinata	0	    1	0	0	0
Rickettsia endosymbiont of Ixodes scapularis	0	   67	0	0	0
Rickettsia felis	0	   60	0	0	     1
Rickettsia australis	0	   49	0	0	     1
Rickettsia akari	0	   41	0	0	0
Rickettsia asiatica	0	   19	0	0	0
Rickettsia amblyommatis	0	   16	0	0	     1
Rickettsia massiliae	0	    9	0	0	0
Rickettsia monacensis	0	    9	0	0	0
Rickettsia raoultii	0	    8	0	0	0
Rickettsia helvetica	0	    7	0	0	0
Rickettsia heilongjiangensis	0	    5	0	0	0
Rickettsia rhipicephali	0	    4	0	0	0
Rickettsia africae	0	    3	0	0	0
Rickettsia slovaca	0	    2	0	0	0
Rickettsia philipii	0	    2	0	0	0
Rickettsia peacockii	0	    2	0	0	0
Rickettsia conorii	0	    2	0	0	0
Rickettsia montanensis	0	    2	0	0	0
Rickettsia bellii	0	   14	0	0	    10
Rickettsia canadensis	0	    9	0	0	0
Rickettsia endosymbiont of Bemisia tabaci	0	    9	0	0	     1
Rickettsia endosymbiont of Ixodes pacificus	0	    9	0	0	0
Rickettsia prowazekii	0	    2	0	0	0
Erythrobacter aureus	0	    1	0	     1	    17
Zymomonas mobilis	0	    4	0	0	     6
Halocynthiibacter arcticus	0	    1	0	0	0
Dinoroseobacter shibae	0	    4	0	     2	    14
Sulfitobacter sp. JL08	0	    1	0	0	     2
Sulfitobacter alexandrii	0	    1	0	0	     8
Ruegeria sp. PR1b	0	    1	0	0	0
Salipiger pacificus	0	    2	0	0	    27
Roseovarius sp. THAF27	0	    1	0	0	0
Azospirillum oryzae	0	    1	0	0	    11
Burkholderia sp. KK1	0	    1	0	0	     1
Burkholderia sp. MSMB0856	0	    1	0	0	     9
Polynucleobacter sp. MWH-UH35A	0	    3	0	0	     1
Pandoraea fibrosis	0	    1	0	0	    18
Caballeronia sp. M1242	0	    3	0	0	     6
Sulfuriferula plumbiphila	0	    2	0	0	    15
Sulfuricella denitrificans	0	    1	0	0	     5
Nitrosospira briensis	0	    2	0	0	     2
Pseudomonas sp. VLB120	0	    3	0	0	     1
Pseudomonas sp. JY-Q	0	    2	0	0	     1
Pseudomonas sp. C27(2019)	0	    2	0	0	    16
Pseudomonas sp. SXM-1	0	    2	0	     3	   297
Pseudomonas sp. CC6-YY-74	0	    1	0	0	    73
Pseudomonas sp. URMO17WK12:I11	0	    1	0	0	  1561
Pseudomonas sp. 3-2	0	    1	0	     1	   110
Pseudomonas migulae	0	    2	0	     4	   348
Pseudomonas guangdongensis	0	    2	0	     4	    45
Pseudomonas palleroniana	0	    1	0	     4	   729
Pseudomonas gozinkensis	0	    1	0	0	    85
Pseudomonas campi	0	    1	0	     2	    52
Acinetobacter defluvii	0	    2	0	0	     1
Psychrobacter sp. P11F6	0	    2	0	0	0
Citrobacter sp. BDA59-3	0	    2	0	0	0
Citrobacter sp. Y3	0	    1	0	0	0
Citrobacter tructae	0	    1	0	0	0
Lelliottia sp. WB101	0	    3	0	0	0
Pseudescherichia vulneris	0	    2	0	0	0
Cedecea sp. FDAARGOS_727	0	    1	0	0	0
Serratia odorifera	0	    2	0	0	     1
Pantoea dispersa	0	    4	0	     9	    28
Pantoea cypripedii	0	    1	0	0	0
Hafnia paralvei	0	    2	0	0	     1
Stenotrophomonas sp. pho	0	    1	0	0	     3
Luteimonas sp. MC1572	0	    3	0	     1	    20
Xylella fastidiosa	0	    2	0	0	     6
Aeromonas jandaei	0	    1	0	0	0
Simiduia agarivorans	0	    2	0	0	0
Microbulbifer sp. SH-1	0	    4	0	0	     1
Aequoribacter fuscus	0	    3	0	     5	     9
Aquisalimonas sp. 2447	0	    1	0	0	    10
Halothiobacillus neapolitanus	0	    1	0	0	0
Guyparkeria halophila	0	    1	0	0	     2
Halomonas sp. BC-M4-5	0	    4	0	     1	    18
Halomonas sp. JS92-SW72	0	    1	0	0	     8
Halomonas aestuarii	0	    1	0	0	    11
Marinobacterium aestuarii	0	    1	0	0	0
Neptunomonas japonica	0	    1	0	0	     1
Ketobacter alkanivorans	0	    3	0	0	     2
Legionella sp. MW5194	0	    3	0	0	     1
Legionella sp. PC1000	0	    1	0	0	0
Legionella adelaidensis	0	    1	0	0	0
Shewanella algae	0	    2	0	0	     2
Shewanella khirikhana	0	    2	0	0	     2
Shewanella sp. WE21	0	    1	0	0	    59
Pseudoalteromonas aliena	0	    1	0	0	0
Candidatus Azoamicus ciliaticola	0	    2	0	0	0
Desulfobacterium autotrophicum	0	    1	0	0	0
Pseudodesulfovibrio profundus	0	    1	0	0	0
Desulfolutivibrio sulfoxidireducens	0	    1	0	0	     9
Staphylococcus lloydii	0	    3	0	0	    43
Staphylococcus chromogenes	0	    1	0	0	    18
Jeotgalicoccus sp. ATCC 8456	0	    1	0	     4	     4
Paenibacillus uliginis	0	    2	0	0	0
Bacillus albus	0	    2	0	0	0
Bacillus sp. HD4P25	0	    1	0	0	     1
Bacillus infantis	0	    1	0	0	     2
Bacillus paralicheniformis	0	    1	0	0	0
Halobacillus halophilus	0	    2	0	0	     1
Priestia megaterium	0	    2	0	     1	    12
Lysinibacillus sp. SGAir0095	0	    1	0	0	0
Leuconostoc carnosum	0	    9	0	0	0
Leuconostoc mesenteroides	0	    6	0	0	     4
Leuconostoc gelidum	0	    1	0	0	     2
Ligilactobacillus salivarius	0	    8	0	0	     1
Lactobacillus acidophilus	0	    1	0	0	0
Oenococcus sicerae	0	    1	0	0	0
Lactiplantibacillus plantarum	0	    1	0	0	     2
Liquorilactobacillus nagelii	0	    1	0	0	0
Enterococcus durans	0	    2	0	     2	     2
Aerococcus viridans	0	    2	0	0	     7
Clostridium kluyveri	0	    1	0	0	     1
Heliorestis convoluta	0	    1	0	0	0
Peptoclostridium acidaminophilum	0	    1	0	0	0
Caldicellulosiruptor kronotskyensis	0	    2	0	0	0
Microlunatus sp. KUDC0627	0	    1	0	     1	    11
Nocardioides sp. 603	0	    2	0	0	    55
Aeromicrobium chenweiae	0	    1	0	     1	    61
Microbacterium sp. Nx66	0	    1	0	     6	    59
Microbacterium oryzae	0	    1	0	     3	    15
Leucobacter viscericola	0	    2	0	0	     4
Kocuria turfanensis	0	    1	0	     3	     7
Arthrobacter sp. PAMC25564	0	    6	0	0	    14
Arthrobacter agilis	0	    4	0	     3	    90
Zhihengliuella sp. ISTPL4	0	    3	0	0	    13
Pseudarthrobacter phenanthrenivorans	0	    2	0	0	     7
Glutamicibacter creatinolyticus	0	    1	0	     2	     2
Ornithinimicrobium flavum	0	    3	0	     2	    21
Cellulosimicrobium sp. BI34T	0	    1	0	0	     6
Cellulomonas flavigena	0	    1	0	0	     2
Austwickia chelonae	0	    3	0	0	     1
Mycolicibacterium poriferae	0	    2	0	0	0
Mycobacterium diernhoferi	0	    3	0	0	     1
Mycobacterium lacus	0	    2	0	     2	    28
Mycobacterium leprae	0	    1	0	0	     2
Mycobacterium frederiksbergense	0	    1	0	    11	    13
Mycobacterium malmoense	0	    1	0	     2	     3
Corynebacterium terpenotabidum	0	    3	0	0	     9
Corynebacterium resistens	0	    3	0	0	     4
Corynebacterium marinum	0	    1	0	0	    21
Gordonia pseudoamarae	0	    4	0	     1	     2
Streptomyces sp. YIM 121038	0	    2	0	0	     5
Streptomyces sp. RPA4-5	0	    2	0	0	    12
Streptomyces sp. Tue 6075	0	    1	0	     1	     4
Streptomyces sp. INR7	0	    1	0	     1	0
Streptomyces sp. 604F	0	    1	0	0	     2
Streptomyces sp. S063	0	    1	0	0	     5
Streptomyces sp. CRXT-G-22	0	    1	0	     4	    11
Streptomyces aquilus	0	    4	0	0	     5
Streptomyces alfalfae	0	    1	0	0	0
Streptomyces cyaneogriseus	0	    1	0	0	     6
Streptomyces avermitilis	0	    1	0	0	    22
Actinomyces marmotae	0	    1	0	0	     2
Boudabousia tangfeifanii	0	    1	0	0	0
Nocardiopsis sp. MT53	0	    1	0	     1	    16
Bifidobacterium angulatum	0	    1	0	0	0
Bifidobacterium pseudolongum	0	    1	0	0	    18
Stackebrandtia nassauensis	0	    2	0	0	    14
Rubrobacter indicoceani	0	    2	0	0	     1
Olsenella sp. GAM18	0	    3	0	0	0
Deinococcus sp. AJ005	0	    2	0	     1	    12
Scytonema sp. NIES-4073	0	    2	0	0	     8
Leptolyngbya sp. NIES-3755	0	    3	0	0	0
Mycoplasma nasistruthionis	0	    1	0	0	0
Chryseobacterium sp. G0186	0	    1	0	     1	    11
Chryseobacterium taklimakanense	0	    1	0	     3	    50
Elizabethkingia bruuniana	0	    4	0	0	0
Empedobacter stercoris	0	    2	0	0	0
Flavobacterium sp. CHNK8	0	    2	0	0	     1
Flavobacterium sp. 140616W15	0	    1	0	0	0
Muricauda aquimarina	0	    3	0	0	0
Polaribacter sp. SA4-10	0	    1	0	0	0
Myroides odoratimimus	0	    1	0	0	0
Flavivirga eckloniae	0	    1	0	0	     1
Winogradskyella forsetii	0	    1	0	0	0
Gramella sp. MT6	0	    1	0	0	     1
Blattabacterium sp. (Blattella germanica)	0	    2	0	0	0
Hymenobacter sp. BT18	0	    3	0	0	    72
Hymenobacter sp. NBH84	0	    2	0	0	    76
Hymenobacter sp. PAMC 26628	0	    1	0	     4	    59
Hymenobacter qilianensis	0	    7	0	0	    21
Hymenobacter busanensis	0	    3	0	0	    61
Hymenobacter nivis	0	    2	0	0	    46
Spirosoma sp. PL0136	0	    1	0	0	     5
Spirosoma aureum	0	    3	0	0	     5
Runella slithyformis	0	    1	0	0	     3
Pedobacter heparinus	0	    1	0	0	     2
Mucilaginibacter sp. 21P	0	    1	0	0	     1
Sphingobacterium sp. UDSM-2020	0	    1	0	     1	     1
Prevotella nigrescens	0	    1	0	     5	     1
Prevotella veroralis	0	    1	0	0	0
Bacteroides thetaiotaomicron	0	    1	0	     1	     2
Chitinophaga sp. MD30	0	    3	0	0	    22
Flavisolibacter tropicus	0	    1	0	0	0
Salinibacter ruber	0	    2	0	0	     1
Phycisphaera mikurensis	0	    8	0	0	    24
Candidatus Protochlamydia naegleriophila	0	    3	0	0	0
Fusobacterium canifelinum	0	    2	0	0	0
Fusobacterium ulcerans	0	    1	0	     2	     1
Granulicella sp. WH15	0	    1	0	0	    13
Rhizoctonia solani	0	    1	0	     2	     3
Pyricularia oryzae	0	    2	0	     1	    22
Zymoseptoria tritici	0	   12	0	0	    34
Naumovozyma castellii	0	    2	0	     2	     1
Tetrapisispora phaffii	0	    1	0	0	     1
Scheffersomyces stipitis	0	    2	0	0	     2
Sugiyamaella lignohabitans	0	    5	0	     2	     1
Halobacterium hubeiense	0	    2	0	0	0
Haloplanus rubicundus	0	    2	0	0	    10
Candidatus Nitrosotenuis cloacae	0	    5	0	0	0
Candidatus Nitrosocosmicus franklandus	0	    2	0	0	     1
Lactococcus virus 712	0	    1	0	0	0
Burkholderia virus BpAMP1	0	    3	0	0	0
Myotis gammaherpesvirus 8	0	    3	0	0	0
Mupapillomavirus 2	0	    2	0	0	0
Malassezia equina	0	0	0	     2	    42
Malassezia caprae	0	0	0	     1	    51
Saccharomyces eubayanus	0	0	0	     1	     1
Kluyveromyces marxianus	0	0	0	     2	     3
Kluyveromyces lactis	0	0	0	     1	     1
Eremothecium gossypii	0	0	0	     1	     2
Eremothecium cymbalariae	0	0	0	     1	0
Ogataea parapolymorpha	0	0	0	     4	     2
Schizosaccharomyces pombe	0	0	0	     2	     2
Pseudomonas sp. OIL-1	0	0	0	     6	    38
Pseudomonas sp. RtIB026	0	0	0	     2	    28
Pseudomonas sp. DTU12.1	0	0	0	     2	  1756
Pseudomonas sp. 14181154	0	0	0	     2	    73
Pseudomonas sp. XWY-1	0	0	0	     1	0
Pseudomonas sp. NS1(2017)	0	0	0	     1	   866
Pseudomonas sp. SDM007	0	0	0	     1	 19154
Pseudomonas sp. B10	0	0	0	     1	    84
Pseudomonas plecoglossicida	0	0	0	     4	    56
Pseudomonas cichorii	0	0	0	     1	   206
Pseudomonas brassicacearum	0	0	0	     5	   365
Pseudomonas khazarica	0	0	0	     4	    22
Pseudomonas koreensis	0	0	0	     3	   271
Pseudomonas taiwanensis	0	0	0	     3	     2
Pseudomonas granadensis	0	0	0	     2	   137
Pseudomonas lalkuanensis	0	0	0	     1	    63
Pseudomonas arsenicoxydans	0	0	0	     1	   130
Pseudomonas soli	0	0	0	     1	    25
Pseudomonas frederiksbergensis	0	0	0	     1	   545
Oblitimonas alkaliphila	0	0	0	     1	     4
Acinetobacter calcoaceticus	0	0	0	     1	     5
Acinetobacter sp. Marseille-Q1620	0	0	0	     1	     8
Acinetobacter wanghuae	0	0	0	     2	    17
Klebsiella quasivariicola	0	0	0	     2	0
Enterobacter sp. JBIWA008	0	0	0	     1	0
Enterobacteriaceae endosymbiont of Macroplea appendiculata	0	0	0	     2	0
Leclercia sp. LSNIH3	0	0	0	     1	    23
Raoultella ornithinolytica	0	0	0	     2	0
Kluyvera sp. CRP	0	0	0	     1	0
Phytobacter ursingii	0	0	0	     1	     3
Pantoea alhagi	0	0	0	     5	     1
Pantoea sp. MSR2	0	0	0	     2	     4
Pantoea vagans	0	0	0	     1	     2
Mixta intestinalis	0	0	0	     2	0
Erwinia persicina	0	0	0	     1	     7
Erwinia rhapontici	0	0	0	     1	     2
Candidatus Erwinia haradaeae	0	0	0	     1	     7
Yersinia canariae	0	0	0	     1	0
Yersinia kristensenii	0	0	0	     1	     4
Ewingella americana	0	0	0	     6	0
Providencia alcalifaciens	0	0	0	     2	     7
Providencia huaxiensis	0	0	0	     1	     1
Providencia sp. R33	0	0	0	     1	0
Proteus vulgaris	0	0	0	     1	     1
Arsenophonus endosymbiont of Apis mellifera	0	0	0	     1	     1
Photorhabdus thracensis	0	0	0	     1	0
Pectobacterium versatile	0	0	0	     1	     2
Brenneria izadpanahii	0	0	0	     1	     1
Dickeya paradisiaca	0	0	0	     1	0
Hafnia alvei	0	0	0	     1	     4
Edwardsiella piscicida	0	0	0	     1	0
Obesumbacterium proteus	0	0	0	     1	     3
Sodalis sp. dw_23	0	0	0	     2	    10
Stenotrophomonas pavanii	0	0	0	     1	     4
Xanthomonas phaseoli	0	0	0	     2	0
Lysobacter sp. H23M47	0	0	0	     2	0
Lysobacter sp. H21R4	0	0	0	     1	     1
Xylella taiwanensis	0	0	0	     1	0
Rhodanobacter glycinis	0	0	0	     7	     8
Rhodanobacter sp. FDAARGOS 1247	0	0	0	     1	     8
Dyella sp. M7H15-1	0	0	0	     2	    31
Ahniella affigens	0	0	0	     2	     1
Pseudoalteromonas sp. 3J6	0	0	0	    24	0
Pseudoalteromonas piscicida	0	0	0	     2	0
Pseudoalteromonas spongiae	0	0	0	     2	0
Pseudoalteromonas arabiensis	0	0	0	     1	0
Shewanella benthica	0	0	0	     3	     1
Shewanella sp. FJAT-52072	0	0	0	     1	0
Shewanella sp. LZH-2	0	0	0	     1	0
Shewanella dokdonensis	0	0	0	     1	0
Salinimonas lutimaris	0	0	0	     1	     1
Paraglaciecola psychrophila	0	0	0	     1	     1
Idiomarina loihiensis	0	0	0	     2	0
Aeromonas sp. ASNIH3	0	0	0	     1	0
Aeromonas sp. FDAARGOS 1406	0	0	0	     1	0
Microbulbifer thermotolerans	0	0	0	     2	     1
Vibrio anguillarum	0	0	0	     6	     3
Halomonas sp. GFAJ-1	0	0	0	     1	    32
Candidatus Portiera aleyrodidarum	0	0	0	     1	     2
Marinomonas algicola	0	0	0	     1	0
Nitrosococcus wardiae	0	0	0	     1	     1
Ectothiorhodospira haloalkaliphila	0	0	0	     1	0
Sulfurivermis fontis	0	0	0	     2	     9
Aggregatibacter sp. 2125159857	0	0	0	     2	0
Legionella sp. TUM19329	0	0	0	     4	0
Francisella halioticida	0	0	0	     1	     5
Francisella sp. LA112445	0	0	0	     1	0
Methylomonas koyamae	0	0	0	     1	     1
Methylomonas paludis	0	0	0	     1	     1
Methylomagnum ishizawai	0	0	0	     2	     2
Cardiobacterium hominis	0	0	0	     3	     5
Gallaecimonas mangrovi	0	0	0	     1	0
Candidatus Reidiella endopervernicosa	0	0	0	     1	0
Mesorhizobium sp. 113-3-3	0	0	0	     1	     2
Oricola thermophila	0	0	0	     3	    23
Agrobacterium fabrum	0	0	0	     3	    11
Agrobacterium deltaense	0	0	0	     8	     2
Agrobacterium salinitolerans	0	0	0	     4	     1
Agrobacterium sp. T29	0	0	0	     4	     3
Sinorhizobium medicae	0	0	0	     1	     4
Bradyrhizobium sp. ORS 278	0	0	0	     4	    43
Nitrobacter winogradskyi	0	0	0	     3	    11
Paradevosia shaoguanensis	0	0	0	     2	     2
Candidatus Phaeomarinobacter ectocarpi	0	0	0	     1	     1
Bartonella apis	0	0	0	     1	     1
Sphingopyxis sp. MG	0	0	0	     5	0
Sphingorhabdus sp. YGSMI21	0	0	0	     4	     9
Asaia bogorensis	0	0	0	     1	     3
Azospirillum baldaniorum	0	0	0	     1	    11
Rhodospirillum rubrum	0	0	0	     7	     3
Cognatishimia activa	0	0	0	     2	0
Pelagovum pacificum	0	0	0	     2	    19
Profundibacter amoris	0	0	0	     2	     3
Parasedimentitalea marina	0	0	0	     1	0
Rhodobaca barguzinensis	0	0	0	     1	0
Octadecabacter sp. SW4	0	0	0	     2	     1
Celeribacter baekdonensis	0	0	0	     1	     1
Maricaulis maris	0	0	0	     3	     2
Anaplasma phagocytophilum	0	0	0	     2	0
Ehrlichia canis	0	0	0	     1	     1
Hyphomonas sp. CACIAM 19H1	0	0	0	     2	     9
Hyphomonas neptunium	0	0	0	     1	     8
