PAG	DNF11_0001	Pregnancy-associated glycoprotein
DUG1	DNF11_2609	Cys-Gly metallodipeptidase DUG1
dolpp1	DNF11_2610	Dolichyldiphosphatase 1
LEU5	DNF11_2611	Mitochondrial carrier protein LEU5
pcrA	DNF11_2612	ATP-dependent DNA helicase PcrA
	DNF11_2613	putative acyltransferase.04
acyP	DNF11_2614	Acylphosphatase
dam1	DNF11_2615	DASH complex subunit dam1
	DNF11_2616	hypothetical protein
	DNF11_2617	hypothetical protein
	DNF11_2618	uncharacterized protein
	DNF11_2619	hypothetical protein
COX10	DNF11_2620	Protoheme IX farnesyltransferase, mitochondrial
TFB3	DNF11_2621	RNA polymerase II transcription factor B subunit3
rrp17	DNF11_2622	Ribosomal RNA-processing protein 17
crn1	DNF11_2623	Coronin-like protein crn1
	DNF11_2624	hypothetical protein
DPH5	DNF11_2625	Diphthine synthase
	DNF11_2626	uncharacterized protein
	DNF11_2627	hypothetical protein
	DNF11_2628	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase
zpr1	DNF11_2629	Zinc finger protein zpr1
	DNF11_2630	putative urease accessory protein UreF-like protein
	DNF11_2631	uncharacterized protein
Zdhhc20	DNF11_2632	uncharacterized protein
rev7	DNF11_2633	DNA polymerase zeta processivity subunit
	DNF11_2634	hypothetical protein
rpc40	DNF11_2635	DNA-directed RNA polymerases I and III subunit RPAC1
	DNF11_2636	hypothetical protein
	DNF11_2637	uncharacterized protein
	DNF11_2638	Retinoic acid induced 16-like protein
DBP9	DNF11_2639	ATP-dependent RNA helicase DBP9
FRE7	DNF11_2640	Ferric/cupric reductase transmembrane component 7
PPX1_1	DNF11_2641	Exopolyphosphatase
PAY32	DNF11_2642	Peroxisomal targeting signal receptor
CYP8	DNF11_2643	Peptidyl-prolyl cis-trans isomerase-like 2
TGFBRAP1	DNF11_2644	Transforming growth factor-beta receptor-associated protein 1
CCA1	DNF11_2645	CCA tRNA nucleotidyltransferase, mitochondrial
MKP2	DNF11_2646	Mitogen-activated protein kinase 2
	DNF11_2647	UAA transporter family protein
rsm23	DNF11_2648	37S ribosomal protein S23, mitochondrial
mob2	DNF11_2649	Maintenance of ploidy protein mob2
	DNF11_2650	hypothetical protein
fusA	DNF11_2651	Elongation factor G
pps1	DNF11_2652	CDP-diacylglycerol--serine O-phosphatidyltransferase
PPX1_2	DNF11_2653	Serine/threonine-protein phosphatase PP-X isozyme 1
DLD2	DNF11_2654	D-lactate dehydrogenase [cytochrome
RCF2	DNF11_2655	Respiratory supercomplex factor 2, mitochondrial
usb1	DNF11_2656	U6 snRNA phosphodiesterase
	DNF11_2657	uncharacterized protein
Magt1	DNF11_2658	Magnesium transporter protein 1
	DNF11_2659	hypothetical protein
mrpl16	DNF11_2660	54S ribosomal protein L16, mitochondrial
	DNF11_2661	hypothetical protein
pyrE	DNF11_2662	Orotate phosphoribosyltransferase
HET-E1_1	DNF11_2663	Vegetative incompatibility protein HET-E-1
	DNF11_2664	uncharacterized protein
hnt1	DNF11_2665	Hit family protein 1
	DNF11_2666	Caffeine-induced death protein 2
gpd2	DNF11_2667	Glycerol-3-phosphate dehydrogenase [NAD(+)
	DNF11_2668	Kinetochore protein Mis14 like protein
Ei24	DNF11_2669	Etoposide-induced protein 2.4
	DNF11_2670	uncharacterized protein
	DNF11_2671	U1 small nuclear ribonucleoprotein C
DBP8	DNF11_2672	ATP-dependent RNA helicase DBP8
arg-8	DNF11_2673	Acetylornithine aminotransferase, mitochondrial
Mob1b	DNF11_2674	MOB kinase activator 1B
phyA_4	DNF11_2675	3-phytase A
ade4	DNF11_2676	Amidophosphoribosyltransferase
	DNF11_2677	uncharacterized protein
OCA1_1	DNF11_2678	Putative tyrosine-protein phosphatase OCA1
XYL1	DNF11_2679	NAD(P)H-dependent D-xylose reductase
CHS1	DNF11_2680	Chitin synthase 1
ask1	DNF11_2681	DASH complex subunit ask1
otud6b	DNF11_2682	OTU domain-containing protein 6B
ARP4	DNF11_2683	Actin-related protein 4
	DNF11_2684	hypothetical protein
plcN_2	DNF11_2685	Non-hemolytic phospholipase C
	DNF11_2686	uncharacterized protein
	DNF11_2687	hypothetical protein
	DNF11_2688	hypothetical protein
LIP_2	DNF11_2689	Lipase
	DNF11_2690	hypothetical protein
	DNF11_2691	Eukaryotic aspartyl protease
	DNF11_2692	hypothetical protein
	DNF11_2693	Eukaryotic aspartyl protease
	DNF11_2694	Putative alpha-ketoglutarate-dependent sulfonatedioxygenase
	DNF11_2695	hypothetical protein
	DNF11_2696	uncharacterized protein
gna1	DNF11_2697	Glucosamine 6-phosphate N-acetyltransferase 1
AIM18	DNF11_2698	Altered inheritance of mitochondria protein 18, mitochondrial
ubp21	DNF11_2699	Ubiquitin carboxyl-terminal hydrolase 21
ccdc47	DNF11_2700	Coiled-coil domain-containing protein 47
nup132	DNF11_2701	Nucleoporin nup132
	DNF11_2702	uncharacterized protein
	DNF11_2703	Macro domain-containing protein
	DNF11_2704	hypothetical protein
	DNF11_2705	hypothetical protein
ALY1	DNF11_2706	Arrestin-related trafficking adapter 6
tum1	DNF11_2707	putative 3-mercaptopyruvate sulfurtransferase
ubc12	DNF11_2708	NEDD8-conjugating enzyme ubc12
	DNF11_2709	Methionine aminopeptidase 2
FBP26	DNF11_2710	Fructose-2,6-bisphosphatase
	DNF11_2711	uncharacterized protein
rpa1	DNF11_2712	DNA-directed RNA polymerase I subunit rpa1
RNY1-A	DNF11_2713	Ribonuclease T2-like 1-A
	DNF11_2714	hypothetical protein
	DNF11_2715	uncharacterized protein
sap61	DNF11_2716	Pre-mRNA-splicing factor sap61
FAL1	DNF11_2717	ATP-dependent RNA helicase FAL1
exg1	DNF11_2718	Glucan 1,3-beta-glucosidase 1
exgA	DNF11_2719	putative glucan 1,3-beta-glucosidase A
rrp6	DNF11_2720	Exosome complex exonuclease rrp6
	DNF11_2721	Ribonuclease H2 subunit A
	DNF11_2722	hypothetical protein
	DNF11_2723	Obg-like ATPase 1
	DNF11_2724	hypothetical protein
btb1	DNF11_2725	BTB/POZ domain-containing protein 1
scat	DNF11_2726	Vacuolar protein sorting-associated protein 54
RMD8	DNF11_2727	Sporulation protein RMD8
	DNF11_2728	putative tyrosine-protein phosphatase
PPX1_3	DNF11_2729	Exopolyphosphatase
MRH4	DNF11_2730	ATP-dependent RNA helicase MRH4, mitochondrial
TSG101	DNF11_2731	Tumor susceptibility gene 101 protein
ubl1	DNF11_2732	Ubiquitin-like protein 1
URE1	DNF11_2733	Urease
PDIL2-2	DNF11_2734	Protein disulfide isomerase-like 2-2
LCB5	DNF11_2735	Sphingoid long chain base kinase 5
TAP46	DNF11_2736	PP2A regulatory subunit TAP46
BSCL2	DNF11_2737	Seipin
ryh1	DNF11_2738	GTP-binding protein ryh1
gpi1_2	DNF11_2739	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein gpi1
	DNF11_2740	NADH dehydrogenase [ubiquinone
	DNF11_2741	RhoGEF domain protein
	DNF11_2742	RutC family protein
use1	DNF11_2743	Protein transport protein use1
hts1	DNF11_2744	Histidine--tRNA ligase, mitochondrial
cys2	DNF11_2745	putative serine-O-acetyltransferase cys2
	DNF11_2746	Free methionine-R-sulfoxide reductase
	DNF11_2747	hypothetical protein
CSR1	DNF11_2748	Phosphatidylinositol transfer protein CSR1
	DNF11_2749	uncharacterized protein
UFD1	DNF11_2750	Ubiquitin fusion degradation protein 1
cct4	DNF11_2751	T-complex protein 1 subunit delta
	DNF11_2752	hypothetical protein
rebM	DNF11_2753	Demethylrebeccamycin-D-glucose O-methyltransferase
	DNF11_2754	hypothetical protein
	DNF11_2755	hypothetical protein
	DNF11_2756	hypothetical protein
prpf18	DNF11_2757	Pre-mRNA-splicing factor 18
preg	DNF11_2758	Nuc-1 negative regulatory protein preg
FRM2	DNF11_2759	Fatty acid repression mutant protein 2
HBN1	DNF11_2760	Putative nitroreductase HBN1
mak16	DNF11_2761	Protein mak16
	DNF11_2762	START domain protein
sla1	DNF11_2763	Actin cytoskeleton-regulatory complex protein sla1
cdc10	DNF11_2764	Start control protein cdc10
FBXO9	DNF11_2765	F-box only protein 9
rga1	DNF11_2766	Rho-type GTPase-activating protein 1
AVT2	DNF11_2767	Vacuolar amino acid transporter 2
rad21	DNF11_2768	Cohesin subunit rad21
SCAP	DNF11_2769	Sterol regulatory element-binding protein cleavage-activating protein
sgt2	DNF11_2770	Small glutamine-rich tetratricopeptide repeat-containing protein 2
GND2	DNF11_2771	6-phosphogluconate dehydrogenase, decarboxylating 2
rqh1	DNF11_2772	ATP-dependent DNA helicase hus2/rqh1
	DNF11_2773	hypothetical protein
rhoA	DNF11_2774	GTP-binding protein rhoA
sut1_1	DNF11_2775	General alpha-glucoside permease
EFTUD2	DNF11_2776	116 kDa U5 small nuclear ribonucleoprotein component
ctf18	DNF11_2777	Chromosome transmission fidelity protein 18
exoA	DNF11_2778	Exodeoxyribonuclease
	DNF11_2779	Glutamate decarboxylase
rpp0	DNF11_2780	60S acidic ribosomal protein P0
	DNF11_2781	hypothetical protein
	DNF11_2782	hypothetical protein
echs1_2	DNF11_2783	putative enoyl-CoA hydratase, mitochondrial
caiD	DNF11_2784	Carnitinyl-CoA dehydratase
wdr82	DNF11_2785	WD repeat-containing protein 82
	DNF11_2786	hypothetical protein
chordc1	DNF11_2787	Cysteine and histidine-rich domain-containing protein 1
	DNF11_2788	Heat shock factor binding protein 1
	DNF11_2789	hypothetical protein
	DNF11_2790	hypothetical protein
TOXD	DNF11_2791	Protein TOXD
AGP3	DNF11_2792	General amino acid permease AGP3
	DNF11_2793	putative NADH dehydrogenase
INP53	DNF11_2794	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase
	DNF11_2795	UBX domain protein
	DNF11_2796	chromosome segregation protein SMC
	DNF11_2797	PHD-finger
MAS2	DNF11_2798	Mitochondrial-processing peptidase subunit alpha
	DNF11_2799	Esterase/lipase
	DNF11_2800	hypothetical protein
	DNF11_2801	putative ATPase
KCS1	DNF11_2802	Inositol hexakisphosphate kinase 1
rpl14	DNF11_2803	60S ribosomal protein L14
	DNF11_2804	Tho complex subunit 7
rps-22	DNF11_2805	40S ribosomal protein S22
rps17a	DNF11_2806	40S ribosomal protein S17-A
bgc	DNF11_2807	Beta-glucanase
WRNexo	DNF11_2808	Werner Syndrome-like exonuclease
zuo1	DNF11_2809	Zuotin
	DNF11_2810	Serine--tRNA ligase, cytoplasmic
	DNF11_2811	uncharacterized protein
SEC65	DNF11_2812	Signal recognition particle SEC65 subunit
KRE6_4	DNF11_2813	Beta-glucan synthesis-associated protein KRE6
	DNF11_2814	DEAD-box ATP-dependent RNA helicase 47A
	DNF11_2815	uncharacterized protein
slp1_1	DNF11_2816	WD repeat-containing protein slp1
PHO85	DNF11_2817	Negative regulator of the PHO system
utp5	DNF11_2818	U3 small nucleolar RNA-associated protein 5
	DNF11_2819	hypothetical protein
	DNF11_2820	Cut8
UPS2	DNF11_2821	Protein UPS2, mitochondrial
RNA14	DNF11_2822	mRNA 3'-end-processing protein RNA14
	DNF11_2823	hypothetical protein
STI1	DNF11_2824	Heat shock protein STI1
	DNF11_2825	DNA-directed RNA polymerase III subunit Rpc31
	DNF11_2826	Fungal Zn(2)-Cys(6) binuclear cluster domain protein
NUP205	DNF11_2827	Nuclear pore complex protein Nup205
ELI5	DNF11_2828	Tyrosine decarboxylase 1
doa10	DNF11_2829	ERAD-associated E3 ubiquitin-protein ligase doa10
	DNF11_2830	hypothetical protein
betA_2	DNF11_2831	Choline dehydrogenase
ADE2	DNF11_2832	Phosphoribosylaminoimidazole carboxylase
	DNF11_2833	Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport
mim1	DNF11_2834	Mitochondrial import protein 1
	DNF11_2835	hypothetical protein
TMA46	DNF11_2836	Translation machinery-associated protein 46
sec6	DNF11_2837	Exocyst complex component sec6
ynd1	DNF11_2838	Golgi apyrase
RAS1	DNF11_2839	Ras-like protein
	DNF11_2840	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
pr1_1	DNF11_2841	Aspartic protease
pheA	DNF11_2842	Prephenate dehydratase
IDI	DNF11_2843	Isopentenyl-diphosphate Delta-isomerase
cyp33	DNF11_2844	Peptidyl-prolyl cis-trans isomerase E
	DNF11_2845	SET domain protein
DEG1	DNF11_2846	tRNA pseudouridine(38/39) synthase
slc25a40	DNF11_2847	Solute carrier family 25 member 40
	DNF11_2848	uncharacterized protein
SAC6	DNF11_2849	Fimbrin
	DNF11_2850	NLI interacting factor-like phosphatase
str3_2	DNF11_2851	Siderophore iron transporter 3
GEP4	DNF11_2852	Phosphatidylglycerophosphatase GEP4, mitochondrial
	DNF11_2853	uncharacterized protein
end4	DNF11_2854	Endocytosis protein end4
rrp5	DNF11_2855	rRNA biogenesis protein rrp5
LAP1	DNF11_2856	Leucine aminopeptidase 1
	DNF11_2857	hypothetical protein
GOT2	DNF11_2858	Aspartate aminotransferase, mitochondrial
rav1	DNF11_2859	Regulator of V-ATPase in vacuolar membrane protein 1
	DNF11_2860	Alpha/beta hydrolase family protein
Exoc1	DNF11_2861	Exocyst complex component 1
SID1	DNF11_2862	L-ornithine 5-monooxygenase
	DNF11_2863	uncharacterized protein
	DNF11_2864	hypothetical protein
HNT3	DNF11_2865	Aprataxin-like protein
NUDCD1	DNF11_2866	NudC domain-containing protein 1
	DNF11_2867	Ino eighty subunit 1
	DNF11_2868	uncharacterized protein
MUP1	DNF11_2869	High-affinity methionine permease
HOX20	DNF11_2870	Homeobox-leucine zipper protein HOX20
	DNF11_2871	Mating-type locus allele B4 protein
C1D	DNF11_2872	Nuclear nucleic acid-binding protein C1D
	DNF11_2873	hypothetical protein
fadE	DNF11_2874	putative acyl-CoA dehydrogenase
ARL2	DNF11_2875	ADP-ribosylation factor-like protein 2
AP3S2	DNF11_2876	AP-3 complex subunit sigma-2
	DNF11_2877	hypothetical protein
MUTYH	DNF11_2878	A/G-specific adenine DNA glycosylase
cut9	DNF11_2879	Anaphase-promoting complex subunit cut9
FES1	DNF11_2880	Hsp70 nucleotide exchange factor FES1
	DNF11_2881	hypothetical protein
URBS1	DNF11_2882	Siderophore biosynthesis regulatory protein URBS1
Cdc42bpb	DNF11_2883	Serine/threonine-protein kinase MRCK beta
CUL3A	DNF11_2884	Cullin-3A
tea4	DNF11_2885	Tip elongation aberrant protein Tea4
CHS5_1	DNF11_2886	Chitin synthase 5
	DNF11_2887	Pre-mRNA branch site p14-like protein
	DNF11_2888	FIST N domain protein
	DNF11_2889	hypothetical protein
Vps39	DNF11_2890	Vam6/Vps39-like protein
bioF	DNF11_2891	8-amino-7-oxononanoate synthase
TAN1	DNF11_2892	tRNA acetyltransferase TAN1
	DNF11_2893	hypothetical protein
ape1_1	DNF11_2894	Aminopeptidase 1
ape1_2	DNF11_2895	Aminopeptidase 1
	DNF11_2896	NADH-ubiquinone oxidoreductase 21.3 kDa subunit
SHP1	DNF11_2897	UBX domain-containing protein 1
acp	DNF11_2898	ADP,ATP carrier protein
VPS21	DNF11_2899	Vacuolar protein sorting-associated protein 21
Smarcd1	DNF11_2900	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
rps16a	DNF11_2901	40S ribosomal protein S16
rplD	DNF11_2902	50S ribosomal protein L4
	DNF11_2903	Nuclear fragile X mental retardation-interactingprotein 1 (NUFIP1)
YBT1_3	DNF11_2904	ATP-dependent bile acid permease
gcv1	DNF11_2905	putative aminomethyltransferase, mitochondrial
	DNF11_2906	uncharacterized protein
ARC1	DNF11_2907	GU4 nucleic-binding protein 1
	DNF11_2908	uncharacterized protein
CWC25	DNF11_2909	Pre-mRNA-splicing factor CWC25
rpb2	DNF11_2910	DNA-directed RNA polymerase II subunit RPB2
	DNF11_2911	hypothetical protein
	DNF11_2912	hypothetical protein
RMI1	DNF11_2913	RecQ-mediated genome instability protein 1
lat1	DNF11_2914	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
	DNF11_2915	Putative diacylglycerol O-acyltransferasec
ltv1	DNF11_2916	Protein LTV1
csl4	DNF11_2917	Exosome complex component csl4
	DNF11_2918	pentatricopeptide repeat domain protein
GATA11	DNF11_2919	GATA transcription factor 11
dapA	DNF11_2920	Aspartyl aminopeptidase
ubp10	DNF11_2921	putative mRNA-splicing protein ubp10
	DNF11_2922	uncharacterized protein
	DNF11_2923	uncharacterized protein
	DNF11_2924	uncharacterized protein
LEU2	DNF11_2925	3-isopropylmalate dehydrogenase
MTP5	DNF11_2926	Metal tolerance protein 5
	DNF11_2927	hypothetical protein
COQ4	DNF11_2928	Ubiquinone biosynthesis protein COQ4, mitochondrial
NCS6	DNF11_2929	Cytoplasmic tRNA 2-thiolation protein 1
	DNF11_2930	uncharacterized protein
MAM3_2	DNF11_2931	Protein MAM3
urm1	DNF11_2932	Ubiquitin-related modifier 1
RSN1	DNF11_2933	putative protein RSN1
SDR16C6	DNF11_2934	Short-chain dehydrogenase/reductase family 16C member 6
PRX1	DNF11_2935	Mitochondrial peroxiredoxin PRX1
	DNF11_2936	hypothetical protein
	DNF11_2937	hypothetical protein
pab	DNF11_2938	Para-aminobenzoate synthase
CYP3	DNF11_2939	Peptidyl-prolyl cis-trans isomerase H
ndufaf3	DNF11_2940	NADH dehydrogenase [ubiquinone
YSR3	DNF11_2941	Dihydrosphingosine 1-phosphate phosphatase YSR3
DUS1	DNF11_2942	tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)
TTC1	DNF11_2943	Tetratricopeptide repeat protein 1
Pros45	DNF11_2944	26S protease regulatory subunit 8
elp4	DNF11_2945	Elongator complex protein 4
orc4	DNF11_2946	Origin recognition complex subunit 4
dip1	DNF11_2947	Protein dip1
tif222	DNF11_2948	putative translation initiation factor eIF-2B subunit beta
pif1	DNF11_2949	DNA repair and recombination protein pif1, mitochondrial
	DNF11_2950	Transcription factor Pcc1
vas2	DNF11_2951	AP-1 complex subunit sigma-1
GUP1	DNF11_2952	Glycerol uptake protein 1
ARG2	DNF11_2953	Amino-acid acetyltransferase, mitochondrial
ROT1_2	DNF11_2954	Protein ROT1
mrp21	DNF11_2955	37S ribosomal protein mrp21, mitochondrial
DAD4	DNF11_2956	DASH complex subunit DAD4
	DNF11_2957	hypothetical protein
	DNF11_2958	hypothetical protein
ero-1	DNF11_2959	Endoplasmic oxidoreductin-1
ILV6	DNF11_2960	Acetolactate synthase small subunit, mitochondrial
	DNF11_2961	hypothetical protein
treB	DNF11_2962	Neutral trehalase
rpa3	DNF11_2963	60S acidic ribosomal protein P1-alpha 3
vtc2	DNF11_2964	Vacuolar transporter chaperone 2
adhA	DNF11_2965	putative formaldehyde dehydrogenase AdhA
npa3	DNF11_2966	GTPase npa3
lip5	DNF11_2967	Lipoyl synthase, mitochondrial
mettl16	DNF11_2968	Methyltransferase-like protein 16
MON1	DNF11_2969	Vacuolar fusion protein MON1
ade10	DNF11_2970	IMP cyclohydrolase
	DNF11_2971	Spo12 family protein
tpiA	DNF11_2972	Triosephosphate isomerase
	DNF11_2973	Profilin-2
GHITM	DNF11_2974	Growth hormone-inducible transmembrane protein
	DNF11_2975	hypothetical protein
POLR3D	DNF11_2976	DNA-directed RNA polymerase III subunit RPC4
ACU-7_2	DNF11_2977	Isocitrate lyase
PPN1	DNF11_2978	Endopolyphosphatase
	DNF11_2979	Mitochondrial inner membrane protease subunit 2
	DNF11_2980	hypothetical protein
NIT3	DNF11_2981	putative hydrolase NIT3
FPS1	DNF11_2982	Farnesyl pyrophosphate synthase
PINX1	DNF11_2983	PIN2/TERF1-interacting telomerase inhibitor 1
	DNF11_2984	Inositol phospholipid synthesis protein Scs3p
	DNF11_2985	hypothetical protein
mid2	DNF11_2986	Septin ring organizing protein mid2
MTO1	DNF11_2987	Mitochondrial translation optimization protein 1
	DNF11_2988	uncharacterized protein
	DNF11_2989	hypothetical protein
	DNF11_2990	Chromodomain protein
	DNF11_2991	hypothetical protein
rmt3	DNF11_2992	Ribosomal protein arginine N-methyltransferase rmt3
	DNF11_2993	Eukaryotic translation initiation factor 2A
gls2	DNF11_2994	Glucosidase 2 subunit alpha
	DNF11_2995	uncharacterized protein
panB	DNF11_2996	3-methyl-2-oxobutanoate hydroxymethyltransferase
RIM13	DNF11_2997	Calpain-like protease palB/RIM13
	DNF11_2998	L-type lectin-like domain-containing protein C126.08c
PTPRF	DNF11_2999	Receptor-type tyrosine-protein phosphatase F
	DNF11_3000	ATPase involved in DNA repair
	DNF11_3001	putative RWD, RING finger and WD repeat-containing protein C11E3.05
	DNF11_3002	hypothetical protein
Uso1	DNF11_3003	General vesicular transport factor p115
CYB2	DNF11_3004	Cytochrome b2, mitochondrial
FIL1	DNF11_3005	Guanine nucleotide-binding protein alpha-3 subunit
gcn1	DNF11_3006	Translational activator gcn1
PCL9	DNF11_3007	PHO85 cyclin-9
Abcb4	DNF11_3008	Multidrug resistance protein 3
SSB	DNF11_3009	Heat shock protein SSB
MRP4	DNF11_3010	37S ribosomal protein MRP4, mitochondrial
snf5	DNF11_3011	SWI/SNF chromatin-remodeling complex subunit snf5
	DNF11_3012	uncharacterized protein
TRK2	DNF11_3013	Low-affinity potassium transport protein
TMEM165	DNF11_3014	Transmembrane protein 165
slp1_2	DNF11_3015	putative protein slp1
	DNF11_3016	Glucan 1,3-beta-glucosidase
Dnmbp	DNF11_3017	Dynamin-binding protein
	DNF11_3018	putative nicotinate phosphoribosyltransferase
rlc1	DNF11_3019	Myosin regulatory light chain 1
	DNF11_3020	hypothetical protein
VPS68	DNF11_3021	Vacuolar protein sorting-associated protein 68
CEF1	DNF11_3022	Pre-mRNA-splicing factor CEF1
HIS5	DNF11_3023	Histidinol-phosphate aminotransferase
	DNF11_3024	Subunit 17 of Mediator complex
FPR2	DNF11_3025	FK506-binding protein 2
Lsm4	DNF11_3026	U6 snRNA-associated Sm-like protein LSm4
NAB2	DNF11_3027	Nuclear polyadenylated RNA-binding protein NAB2
	DNF11_3028	hypothetical protein
	DNF11_3029	uncharacterized protein
	DNF11_3030	hypothetical protein
mtg1	DNF11_3031	Mitochondrial GTPase 1
	DNF11_3032	hypothetical protein
	DNF11_3033	hypothetical protein
tif471	DNF11_3034	Eukaryotic translation initiation factor 4 gamma
spt7	DNF11_3035	Transcriptional activator spt7
EFG1	DNF11_3036	rRNA-processing protein EFG1
nrs1	DNF11_3037	putative asparagine--tRNA ligase, cytoplasmic
